Event ID,Artist,Genres,Date,Venue,City,State,Capacity,Number of Songs
00001,Two Door Cinema Club,"indie, pop, rock",03-10-2024,Marathon Music Works,Nashville,TN,,22
00002,Two Door Cinema Club,"indie, pop, rock",02-10-2024,Everwise Amphitheater at White River State Park,Indianapolis,IN,"6,000",23
00003,Two Door Cinema Club,"indie, pop, rock",01-10-2024,The Sylvee,Madison,WI,,23
00004,Two Door Cinema Club,"indie, pop, rock",29-09-2024,Fillmore Minneapolis,Minneapolis,MN,,24
00005,Two Door Cinema Club,"indie, pop, rock",28-09-2024,Starlight Theater,Kansas City,MO,,24
00006,Two Door Cinema Club,"indie, pop, rock",26-09-2024,Moody Amphitheater,Austin,TX,"9,400",24
00007,Two Door Cinema Club,"indie, pop, rock",25-09-2024,The Plaza Theatre Performing Arts Center,El Paso,TX,,24
00008,Two Door Cinema Club,"indie, pop, rock",24-09-2024,Arizona Financial Theatre,Phoenix,AZ,"5,000",10
00009,Two Door Cinema Club,"indie, pop, rock",22-09-2024,House of Blues,Houston,TX,"22,309",23
00010,Two Door Cinema Club,"indie, pop, rock",21-09-2024,Petco Park,San Diego,CA,"16,100",23
00011,Two Door Cinema Club,"indie, pop, rock",19-09-2024,YouTube Theater,Inglewood,CA,"6,000",22
00012,Two Door Cinema Club,"indie, pop, rock",17-09-2024,Masonic Auditorium,San Francisco,CA,,23
00013,Two Door Cinema Club,"indie, pop, rock",15-09-2024,Hayden Homes Amphitheater,Bend,OR,"8,000",23
00014,Two Door Cinema Club,"indie, pop, rock",14-09-2024,WaMu Theater,Seattle,WA,"17,459",23
00015,Two Door Cinema Club,"indie, pop, rock",04-08-2024,Grant Park,Chicago,IL,,16
00016,Two Door Cinema Club,"indie, pop, rock",03-08-2024,Metro,Chicago,IL,,23
00017,Two Door Cinema Club,"indie, pop, rock",29-07-2024,Artpark Amphitheater,Lewiston,NY,,23
00018,Two Door Cinema Club,"indie, pop, rock",28-07-2024,Leader Bank Pavilion,Boston,MA,"5,200",23
00019,Two Door Cinema Club,"indie, pop, rock",27-07-2024,Pier Six Concert Pavilion,Baltimore,MD,,23
00020,Two Door Cinema Club,"indie, pop, rock",26-07-2024,The Stone Pony Summer Stage,Asbury Park,NJ,"4,500",24
00021,Two Door Cinema Club,"indie, pop, rock",24-07-2024,The Rooftop at Pier 17,New York City,NY,"3,500",16
00022,Two Door Cinema Club,"indie, pop, rock",23-07-2024,The Rooftop at Pier 17,New York City,NY,"3,500",24
00023,Two Door Cinema Club,"indie, pop, rock",20-07-2024,Red Hat Amphitheater,Raleigh,NC,"5,990",21
00024,Two Door Cinema Club,"indie, pop, rock",19-07-2024,Rabbit Rabbit,Asheville,NC,,10
00025,Two Door Cinema Club,"indie, pop, rock",17-07-2024,Daily's Place Amphitheater,Jacksonville,FL,,22
00026,Two Door Cinema Club,"indie, pop, rock",16-07-2024,FPL Solar Amphitheater at Bayfront Park,Miami,FL,,22
00027,Two Door Cinema Club,"indie, pop, rock",14-07-2024,House of Blues,Houston,TX,"22,309",23
00028,Two Door Cinema Club,"indie, pop, rock",13-07-2024,Coca-Cola Roxy,Atlanta,GA,,23
00029,Two Door Cinema Club,"indie, pop, rock",30-05-2024,Stubb's Bar-B-Q,Austin,TX,,10
00030,Two Door Cinema Club,"indie, pop, rock",29-05-2024,The Lawn at White Oak,Houston,TX,,23
00031,Two Door Cinema Club,"indie, pop, rock",28-05-2024,South Side Ballroom,Dallas,TX,"4,300",12
00032,Two Door Cinema Club,"indie, pop, rock",27-05-2024,Cain's Ballroom,Tulsa,OK,"1,800",23
00033,Two Door Cinema Club,"indie, pop, rock",25-05-2024,Mission Ballroom,Denver,CO,"3,900",23
00034,Two Door Cinema Club,"indie, pop, rock",24-05-2024,The Union Event Center,Salt Lake City,UT,,23
00035,Two Door Cinema Club,"indie, pop, rock",22-05-2024,Paramount Theatre,Seattle,WA,"2,963",23
00036,Two Door Cinema Club,"indie, pop, rock",21-05-2024,Crystal Ballroom,Portland,OR,,23
00037,Two Door Cinema Club,"indie, pop, rock",19-05-2024,Fox Theater,Bakersfield,CA,"1,500",21
00038,Two Door Cinema Club,"indie, pop, rock",18-05-2024,Brookside Park,Pasadena,CA,,11
00039,Two Door Cinema Club,"indie, pop, rock",17-05-2024,Cal Coast Credit Union Open Air Theatre,San Diego,CA,,10
00040,Two Door Cinema Club,"indie, pop, rock",08-03-2024,First Avenue,Minneapolis,MN,"1,550",24
00041,Two Door Cinema Club,"indie, pop, rock",07-03-2024,Riviera Theatre,Chicago,IL,"2,500",24
00042,Two Door Cinema Club,"indie, pop, rock",05-03-2024,KEMBA Live!,Columbus,OH,"5,200",22
00043,Two Door Cinema Club,"indie, pop, rock",04-03-2024,Majestic Theatre,San Antonio,TX,"1,477",23
00044,Two Door Cinema Club,"indie, pop, rock",01-03-2024,The Anthem,"Washington, D.C.",DC,"6,000",23
00045,Two Door Cinema Club,"indie, pop, rock",29-02-2024,Terminal 5,New York City,NY,"3,000",22
00046,Two Door Cinema Club,"indie, pop, rock",27-02-2024,Roadrunner,Boston,MA,"3,500",24
00047,Two Door Cinema Club,"indie, pop, rock",26-02-2024,The Fillmore Philadelphia,Philadelphia,PA,,22
00048,Two Door Cinema Club,"indie, pop, rock",25-02-2024,The National,Richmond,VA,,22
00049,Two Door Cinema Club,"indie, pop, rock",23-02-2024,The Fillmore,Philadelphia,PA,"8,722",24
00050,Two Door Cinema Club,"indie, pop, rock",22-02-2024,Brooklyn Bowl Nashville,Nashville,TN,,22
00051,Two Door Cinema Club,"indie, pop, rock",21-02-2024,The Eastern,Atlanta,GA,,22
00052,wave to earth,k-pop,02-11-2024,Brooklyn Paramount,Brooklyn,NY,,10
00053,wave to earth,k-pop,01-11-2024,Hammerstein Ballroom,New York City,NY,"3,500",16
00054,wave to earth,k-pop,24-10-2024,Citizens House of Blues Boston,Boston,MA,,14
00055,wave to earth,k-pop,22-10-2024,The Fillmore Philadelphia,Philadelphia,PA,,14
00056,wave to earth,k-pop,21-10-2024,The Fillmore Silver Spring,Silver Spring,MD,,10
00057,wave to earth,k-pop,19-10-2024,Tabernacle,Atlanta,GA,,14
00058,wave to earth,k-pop,18-10-2024,Brooklyn Bowl Nashville,Nashville,TN,,13
00059,wave to earth,k-pop,16-10-2024,Uptown Theater,Kansas City,MO,"1,700",10
00060,wave to earth,k-pop,15-10-2024,Riviera Theatre,Chicago,IL,"2,500",10
00061,wave to earth,k-pop,14-10-2024,The Pageant,St. Louis,MO,"2,300",10
00062,wave to earth,k-pop,12-10-2024,Zilker Park,Austin,TX,,10
00063,wave to earth,k-pop,07-10-2024,The Pavilion at Toyota Music Factory,Irving,TX,,14
00064,wave to earth,k-pop,05-10-2024,Zilker Park,Austin,TX,,10
00065,wave to earth,k-pop,02-10-2024,Summit Music Hall,Denver,CO,,14
00066,wave to earth,k-pop,01-10-2024,The Depot,Salt Lake City,UT,"1,992",10
00067,wave to earth,k-pop,29-09-2024,The Van Buren,Phoenix,AZ,"1,800",10
00068,wave to earth,k-pop,28-09-2024,SOMA,San Diego,CA,,10
00069,wave to earth,k-pop,26-09-2024,Wiltern Theatre,Los Angeles,CA,,15
00070,wave to earth,k-pop,25-09-2024,Wiltern Theatre,Los Angeles,CA,,10
00071,wave to earth,k-pop,24-09-2024,House of Blues,Houston,TX,"22,309",10
00072,wave to earth,k-pop,23-09-2024,House of Blues,Houston,TX,"22,309",14
00073,wave to earth,k-pop,21-09-2024,Masonic Auditorium,San Francisco,CA,,10
00074,wave to earth,k-pop,20-09-2024,Fox Theater,Bakersfield,CA,"1,500",14
00075,wave to earth,k-pop,18-09-2024,Roseland Theater,Portland,OR,"2,776",14
00076,wave to earth,k-pop,17-09-2024,The Showbox SoDo,Seattle,WA,,10
00077,wave to earth,k-pop,11-05-2024,Forest Hills Stadium,Queens,NY,"14,000",10
00078,Danny Ocean,"hip hop, latin, other, pop",13-11-2024,M2,Miami Beach,FL,,10
00079,Danny Ocean,"hip hop, latin, other, pop",02-11-2024,FPL Solar Amphitheater at Bayfront Park,Miami,FL,,10
00080,Danny Ocean,"hip hop, latin, other, pop",27-10-2024,The Fillmore,Philadelphia,PA,"8,722",20
00081,Danny Ocean,"hip hop, latin, other, pop",20-10-2024,Citizens House of Blues Boston,Boston,MA,,10
00082,Danny Ocean,"hip hop, latin, other, pop",27-09-2024,Cal Coast Credit Union Open Air Theatre,San Diego,CA,,22
00083,Danny Ocean,"hip hop, latin, other, pop",22-06-2024,Kaseya Center,Miami,FL,"20,000",10
00084,Danny Ocean,"hip hop, latin, other, pop",25-04-2024,MGM Grand Garden Arena,Paradise,NV,"16,800",10
00085,Yung Gravy,"hip hop, pop",29-11-2024,Minneapolis Armory,Minneapolis,MN,"8,400",27
00086,Yung Gravy,"hip hop, pop",23-11-2024,Five Flags Center,Dubuque,IA,"5,200",24
00087,Yung Gravy,"hip hop, pop",22-11-2024,The Anthem,"Washington, D.C.",DC,"6,000",24
00088,Yung Gravy,"hip hop, pop",14-10-2024,Citizens House of Blues Boston,Boston,MA,,10
00089,Yung Gravy,"hip hop, pop",12-10-2024,The Fillmore Detroit,Detroit,MI,,10
00090,Yung Gravy,"hip hop, pop",11-10-2024,Bogart's,Cincinnati,OH,,27
00091,Yung Gravy,"hip hop, pop",10-10-2024,Radius,Chicago,IL,,26
00092,Yung Gravy,"hip hop, pop",08-10-2024,The Blue Note,Columbia,MO,,26
00093,Yung Gravy,"hip hop, pop",06-10-2024,Fillmore Auditorium,Denver,CO,"3,700",10
00094,Yung Gravy,"hip hop, pop",05-10-2024,Rockwell at The Complex,Salt Lake City,UT,,10
00095,Yung Gravy,"hip hop, pop",02-10-2024,Paramount Theatre,Seattle,WA,"2,963",10
00096,Yung Gravy,"hip hop, pop",28-09-2024,Masonic Auditorium,San Francisco,CA,,10
00097,Yung Gravy,"hip hop, pop",27-09-2024,YouTube Theater,Inglewood,CA,"6,000",28
00098,Yung Gravy,"hip hop, pop",26-09-2024,Marquee Theatre,Tempe,AZ,"2,500",28
00099,Yung Gravy,"hip hop, pop",21-09-2024,Yuengling Center,Tampa,FL,"11,066",28
00100,Yung Gravy,"hip hop, pop",18-09-2024,Brooklyn Bowl Nashville,Nashville,TN,,10
00101,Yung Gravy,"hip hop, pop",17-09-2024,Avondale Brewing Company,Birmingham,AL,,28
00102,Yung Gravy,"hip hop, pop",14-09-2024,Skyla Credit Union Amphitheatre,Charlotte,NC,,27
00103,Yung Gravy,"hip hop, pop",08-09-2024,Hazelwood Green,Pittsburgh,PA,,10
00104,Yung Gravy,"hip hop, pop",06-09-2024,Everwise Amphitheater at White River State Park,Indianapolis,IN,"6,000",10
00105,Yung Gravy,"hip hop, pop",05-09-2024,La Crosse Center,La Crosse,WI,"37,000",27
00106,Yung Gravy,"hip hop, pop",03-09-2024,Louisville Palace Theatre,Louisville,KY,,10
00107,Yung Gravy,"hip hop, pop",01-09-2024,Vibrant Music Hall,Waukee,IA,,26
00108,Yung Gravy,"hip hop, pop",29-08-2024,Ballpark Village,St. Louis,MO,,20
00109,Yung Gravy,"hip hop, pop",27-08-2024,Oregon State Fairgrounds,Salem,OR,,10
00110,Yung Gravy,"hip hop, pop",23-08-2024,ICCU Arena,Moscow,ID,"5,150",20
00111,Yung Gravy,"hip hop, pop",21-08-2024,Expo Idaho,Garden City,ID,,21
00112,Yung Gravy,"hip hop, pop",03-08-2024,Wisconsin State Fair Park,West Allis,WI,,10
00113,Yung Gravy,"hip hop, pop",07-06-2024,Flushing Meadows Corona Park,Queens,NY,,12
00114,Yung Gravy,"hip hop, pop",10-05-2024,Bob Carpenter Center,Newark,DE,"5,100",10
00115,Yung Gravy,"hip hop, pop",04-05-2024,West Palm Beach Waterfront,West Palm Beach,FL,,10
00116,Yung Gravy,"hip hop, pop",03-05-2024,Tom Lee Park,Memphis,TN,,10
00117,Yung Gravy,"hip hop, pop",19-04-2024,Gabis Arboretum at Purdue Northwest,Valparaiso,IN,,10
00118,Yung Gravy,"hip hop, pop",12-04-2024,Athens Fairgrounds,Winterville,GA,,10
00119,Yung Gravy,"hip hop, pop",11-04-2024,Bramlage Coliseum,Manhattan,KS,,21
00120,Yung Gravy,"hip hop, pop",15-03-2024,Tumbleweed Park,Chandler,AZ,,15
00121,Air,"edm, indie, other, pop",30-10-2024,Moody Amphitheater,Austin,TX,"9,400",18
00122,Air,"edm, indie, other, pop",29-10-2024,Music Hall at Fair Park,Dallas,TX,"9,552",18
00123,Air,"edm, indie, other, pop",26-10-2024,The Fillmore Miami Beach at Jackie Gleason Theater,Miami Beach,FL,,18
00124,Air,"edm, indie, other, pop",24-10-2024,Tabernacle,Atlanta,GA,,18
00125,Air,"edm, indie, other, pop",22-10-2024,Beacon Theatre,New York City,NY,"2,894",18
00126,Air,"edm, indie, other, pop",21-10-2024,Beacon Theatre,New York City,NY,"2,894",18
00127,Air,"edm, indie, other, pop",18-10-2024,The Anthem,"Washington, D.C.",DC,"6,000",18
00128,Air,"edm, indie, other, pop",17-10-2024,Metropolitan Opera House,Philadelphia,PA,,18
00129,Air,"edm, indie, other, pop",15-10-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",18
00130,Air,"edm, indie, other, pop",10-10-2024,Fox Theatre,St. Louis,MO,"4,500",18
00131,Air,"edm, indie, other, pop",08-10-2024,Auditorium Theatre,Chicago,IL,,18
00132,Air,"edm, indie, other, pop",06-10-2024,State Theatre,Ithaca,NY,"1,600",18
00133,Air,"edm, indie, other, pop",04-10-2024,Bellco Theatre,Denver,CO,"5,000",18
00134,Air,"edm, indie, other, pop",02-10-2024,Masonic Auditorium,San Francisco,CA,,18
00135,Air,"edm, indie, other, pop",30-09-2024,Orpheum Theatre,Memphis,TN,"5,000",18
00136,Air,"edm, indie, other, pop",29-09-2024,Orpheum Theatre,Memphis,TN,"5,000",18
00137,Air,"edm, indie, other, pop",27-09-2024,Benaroya Hall,Seattle,WA,"2,807",18
00138,PJ Harvey,"other, pop, rock",14-10-2024,Greek Theatre,Baton Rouge,LA,"3,500",25
00139,PJ Harvey,"other, pop, rock",11-10-2024,Masonic Auditorium,San Francisco,CA,,25
00140,PJ Harvey,"other, pop, rock",10-10-2024,Masonic Auditorium,San Francisco,CA,,25
00141,PJ Harvey,"other, pop, rock",07-10-2024,Alaska Airlines' Theater of the Clouds,Portland,OR,,24
00142,PJ Harvey,"other, pop, rock",06-10-2024,Paramount Theatre,Seattle,WA,"2,963",25
00143,PJ Harvey,"other, pop, rock",02-10-2024,Palace Theatre,Columbus,OH,"2,695",25
00144,PJ Harvey,"other, pop, rock",30-09-2024,The Salt Shed,Chicago,IL,,25
00145,PJ Harvey,"other, pop, rock",28-09-2024,Cathedral Theatre at the Masonic Temple,Detroit,MI,,25
00146,PJ Harvey,"other, pop, rock",18-09-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",25
00147,PJ Harvey,"other, pop, rock",16-09-2024,Terminal 5,New York City,NY,"3,000",24
00148,PJ Harvey,"other, pop, rock",15-09-2024,Terminal 5,New York City,NY,"3,000",25
00149,PJ Harvey,"other, pop, rock",13-09-2024,Metropolitan Opera House,Philadelphia,PA,,25
00150,PJ Harvey,"other, pop, rock",11-09-2024,The Anthem,"Washington, D.C.",DC,"6,000",25
00151,Alec Benjamin,pop,25-10-2024,Hollywood Palladium,Hollywood,CA,"5,000",22
00152,Alec Benjamin,pop,17-10-2024,Masonic Auditorium,San Francisco,CA,,22
00153,Alec Benjamin,pop,16-10-2024,Hard Rock Hotel and Casino,Wheatland,CA,,22
00154,Alec Benjamin,pop,14-10-2024,The Union Event Center,Salt Lake City,UT,,23
00155,Alec Benjamin,pop,13-10-2024,Fillmore Auditorium,Denver,CO,"3,700",21
00156,Alec Benjamin,pop,11-10-2024,The Sylvee,Madison,WI,,22
00157,Alec Benjamin,pop,10-10-2024,Fillmore Minneapolis,Minneapolis,MN,,22
00158,Alec Benjamin,pop,06-10-2024,House of Blues,Houston,TX,"22,309",22
00159,Alec Benjamin,pop,04-10-2024,Riviera Theatre,Chicago,IL,"2,500",22
00160,Alec Benjamin,pop,03-10-2024,The Fillmore Detroit,Detroit,MI,,17
00161,Alec Benjamin,pop,29-09-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",22
00162,Alec Benjamin,pop,28-09-2024,Radio City Music Hall,New York City,NY,"5,931",22
00163,Alec Benjamin,pop,25-09-2024,The Fillmore Philadelphia,Philadelphia,PA,,22
00164,Alec Benjamin,pop,23-09-2024,The Ritz,Raleigh,NC,,21
00165,Alec Benjamin,pop,20-09-2024,The Fillmore,Philadelphia,PA,"8,722",22
00166,Alec Benjamin,pop,17-09-2024,Tabernacle,Atlanta,GA,,21
00167,Alec Benjamin,pop,16-09-2024,House of Blues,Houston,TX,"22,309",22
00168,Alec Benjamin,pop,14-09-2024,Bayou Music Center,Houston,TX,"8,000",22
00169,Alec Benjamin,pop,13-09-2024,Stubb's Bar-B-Q,Austin,TX,,22
00170,Alec Benjamin,pop,11-09-2024,South Side Ballroom,Dallas,TX,"4,300",22
00171,Alec Benjamin,pop,10-09-2024,The Aztec Theatre,San Antonio,TX,,10
00172,Alec Benjamin,pop,07-09-2024,Arizona Financial Theatre,Phoenix,AZ,"5,000",10
00173,Alec Benjamin,pop,06-09-2024,SOMA,San Diego,CA,,21
00174,Nothing But Thieves,"pop, rock",03-11-2024,The Factory in Deep Ellum,Dallas,TX,"20,000",19
00175,Nothing But Thieves,"pop, rock",02-11-2024,ACL Live at The Moody Theater,Austin,TX,,19
00176,Nothing But Thieves,"pop, rock",30-10-2024,Hollywood Palladium,Hollywood,CA,"5,000",19
00177,Nothing But Thieves,"pop, rock",29-10-2024,Masonic Auditorium,San Francisco,CA,,19
00178,Nothing But Thieves,"pop, rock",27-10-2024,Roseland Theater,Portland,OR,"2,776",19
00179,Nothing But Thieves,"pop, rock",26-10-2024,Paramount Theatre,Seattle,WA,"2,963",19
00180,Nothing But Thieves,"pop, rock",22-10-2024,The Union Event Center,Salt Lake City,UT,,19
00181,Nothing But Thieves,"pop, rock",21-10-2024,Fillmore Auditorium,Denver,CO,"3,700",19
00182,Nothing But Thieves,"pop, rock",19-10-2024,The Pageant,St. Louis,MO,"2,300",19
00183,Nothing But Thieves,"pop, rock",18-10-2024,Byline Bank Aragon Ballroom,Chicago,IL,,19
00184,Nothing But Thieves,"pop, rock",17-10-2024,Egyptian Room at Old National Centre,Indianapolis,IN,,20
00185,Nothing But Thieves,"pop, rock",12-10-2024,The Rooftop at Pier 17,New York City,NY,"3,500",20
00186,Nothing But Thieves,"pop, rock",11-10-2024,Metropolitan Opera House,Philadelphia,PA,,20
00187,Nothing But Thieves,"pop, rock",10-10-2024,Citizens House of Blues Boston,Boston,MA,,20
00188,Nothing But Thieves,"pop, rock",08-10-2024,The Anthem,"Washington, D.C.",DC,"6,000",20
00189,Nothing But Thieves,"pop, rock",06-10-2024,Marathon Music Works,Nashville,TN,,20
00190,Nothing But Thieves,"pop, rock",05-10-2024,Coca-Cola Roxy,Atlanta,GA,,21
00191,Nothing But Thieves,"pop, rock",04-10-2024,House of Blues,Houston,TX,"22,309",19
00192,Blxst,"pop, rap",06-12-2024,The Republik,Honolulu,HI,,10
00193,Blxst,"pop, rap",05-12-2024,The Republik,Honolulu,HI,,10
00194,Blxst,"pop, rap",22-11-2024,YouTube Theater,Inglewood,CA,"6,000",10
00195,Blxst,"pop, rap",21-11-2024,Gallagher Square,San Diego,CA,,10
00196,Blxst,"pop, rap",19-11-2024,Arizona Financial Theatre,Phoenix,AZ,"5,000",10
00197,Blxst,"pop, rap",16-11-2024,Hard Rock Live,Atlantic City,NJ,"7,000",10
00198,Blxst,"pop, rap",15-11-2024,Masonic Auditorium,San Francisco,CA,,10
00199,Blxst,"pop, rap",12-11-2024,Roseland Theater,Portland,OR,"2,776",10
00200,Blxst,"pop, rap",06-11-2024,The Showbox SoDo,Seattle,WA,,10
00201,Blxst,"pop, rap",03-11-2024,Brooklyn Bowl,Paradise,NV,"3,000",10
00202,Blxst,"pop, rap",02-11-2024,Rockwell at The Complex,Salt Lake City,UT,,10
00203,Blxst,"pop, rap",01-11-2024,Fillmore Auditorium,Denver,CO,"3,700",10
00204,Blxst,"pop, rap",30-10-2024,House of Blues,Houston,TX,"22,309",10
00205,Blxst,"pop, rap",29-10-2024,House of Blues,Houston,TX,"22,309",10
00206,Blxst,"pop, rap",26-10-2024,The Fillmore Detroit,Detroit,MI,,10
00207,Blxst,"pop, rap",24-10-2024,The Pageant,St. Louis,MO,"2,300",10
00208,Blxst,"pop, rap",19-10-2024,The Fillmore Silver Spring,Silver Spring,MD,,10
00209,Blxst,"pop, rap",17-10-2024,The Rooftop at Pier 17,New York City,NY,"3,500",10
00210,Blxst,"pop, rap",16-10-2024,The Fillmore Philadelphia,Philadelphia,PA,,10
00211,Blxst,"pop, rap",15-10-2024,Citizens House of Blues Boston,Boston,MA,,10
00212,Blxst,"pop, rap",13-10-2024,The Fillmore,Philadelphia,PA,"8,722",10
00213,Blxst,"pop, rap",11-10-2024,The Ritz,Raleigh,NC,,10
00214,Blxst,"pop, rap",10-10-2024,Tabernacle,Atlanta,GA,,10
00215,Blxst,"pop, rap",07-10-2024,South Side Ballroom,Dallas,TX,"4,300",10
00216,Blxst,"pop, rap",05-10-2024,House of Blues,Houston,TX,"22,309",24
00217,Blxst,"pop, rap",03-10-2024,The Fillmore,Philadelphia,PA,"8,722",10
00218,Blxst,"pop, rap",02-10-2024,The Aztec Theatre,San Antonio,TX,,10
00219,Blxst,"pop, rap",01-10-2024,House of Blues,Houston,TX,"22,309",10
00220,Blxst,"pop, rap",20-04-2024,Empire Polo Club,Indio,CA,"90,000",10
00221,Blxst,"pop, rap",13-04-2024,Empire Polo Club,Indio,CA,"90,000",15
00222,Blxst,"pop, rap",24-03-2024,LIV,Las Vegas,NV,,10
00223,HONNE,pop,25-11-2024,The Sound,Gautier,MS,"8,000",10
00224,HONNE,pop,24-11-2024,The Belasco,Los Angeles,CA,"1,100",10
00225,HONNE,pop,23-11-2024,Fox Theater Pomona,Pomona,CA,,10
00226,HONNE,pop,22-11-2024,Masonic Auditorium,San Francisco,CA,,10
00227,HONNE,pop,20-11-2024,The Showbox SoDo,Seattle,WA,,10
00228,HONNE,pop,12-11-2024,Terminal 5,New York City,NY,"3,000",20
00229,HONNE,pop,10-11-2024,Citizens House of Blues Boston,Boston,MA,,21
00230,Thee Sacred Souls,"other, world",06-12-2024,Wiltern Theatre,Los Angeles,CA,,10
00231,Thee Sacred Souls,"other, world",04-12-2024,Wiltern Theatre,Los Angeles,CA,,10
00232,Thee Sacred Souls,"other, world",03-12-2024,Wiltern Theatre,Los Angeles,CA,,10
00233,Thee Sacred Souls,"other, world",01-12-2024,SOMA,San Diego,CA,,20
00234,Thee Sacred Souls,"other, world",09-11-2024,The Fillmore Philadelphia,Philadelphia,PA,,10
00235,Thee Sacred Souls,"other, world",08-11-2024,Brooklyn Paramount,Brooklyn,NY,,23
00236,Thee Sacred Souls,"other, world",06-11-2024,Roxian Theatre,McKees Rocks,PA,"2,500",20
00237,Thee Sacred Souls,"other, world",03-11-2024,Saint Andrew's Hall,Detroit,MI,"1,000",10
00238,Thee Sacred Souls,"other, world",27-10-2024,The Momentary,Bentonville,AR,,10
00239,Thee Sacred Souls,"other, world",26-10-2024,South Side Ballroom,Dallas,TX,"4,300",19
00240,Thee Sacred Souls,"other, world",23-10-2024,The Lawn at White Oak,Houston,TX,,10
00241,Thee Sacred Souls,"other, world",22-10-2024,The Fillmore,Philadelphia,PA,"8,722",21
00242,Thee Sacred Souls,"other, world",18-10-2024,Mana Wynwood Convention Center,Miami,FL,,16
00243,Thee Sacred Souls,"other, world",28-09-2024,Seaside Park,Bridgeport,CT,,10
00244,Thee Sacred Souls,"other, world",01-09-2024,"Fountain Stage, Seattle Center",Seattle,WA,,10
00245,Thee Sacred Souls,"other, world",31-08-2024,Hollywood Park Grounds,Inglewood,CA,,10
00246,Thee Sacred Souls,"other, world",30-07-2024,Prospect Park Bandshell,Brooklyn,NY,,22
00247,Thee Sacred Souls,"other, world",28-07-2024,Snow Fork Center,Nelsonville,OH,,10
00248,Thee Sacred Souls,"other, world",27-07-2024,Out of Space,Evanston,IL,,10
00249,Thee Sacred Souls,"other, world",29-06-2024,Civic Center Park,Denver,CO,,10
00250,Thee Sacred Souls,"other, world",27-06-2024,Gallivan Center,Salt Lake City,UT,,10
00251,Thee Sacred Souls,"other, world",11-05-2024,Friends Fields,Mill Valley,CA,,10
00252,Phantogram,"indie, pop",21-12-2024,Essex,Rochester,NY,,10
00253,Phantogram,"indie, pop",07-10-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",11
00254,Phantogram,"indie, pop",05-10-2024,Hartford HealthCare Amphitheater,Bridgeport,CT,,11
00255,Phantogram,"indie, pop",30-09-2024,House of Blues,Houston,TX,"22,309",17
00256,Phantogram,"indie, pop",28-09-2024,Huntington Bank Pavilion at Northerly Island,Chicago,IL,,11
00257,Phantogram,"indie, pop",26-09-2024,Bridgestone Arena,Nashville,TN,"39,790",10
00258,Phantogram,"indie, pop",25-09-2024,State Farm Arena,Atlanta,GA,"21,000",11
00259,Phantogram,"indie, pop",23-09-2024,TD Pavilion at the Mann,Philadelphia,PA,,11
00260,Phantogram,"indie, pop",22-09-2024,The Anthem,"Washington, D.C.",DC,"6,000",10
00261,Phantogram,"indie, pop",20-09-2024,The Anthem,"Washington, D.C.",DC,"6,000",10
00262,Phantogram,"indie, pop",18-09-2024,Forest Hills Stadium,Queens,NY,"14,000",10
00263,Phantogram,"indie, pop",16-09-2024,MGM Music Hall at Fenway,Boston,MA,"5,009",10
00264,Phantogram,"indie, pop",14-09-2024,The Andrew J. Brady Music Center,Cincinnati,OH,,10
00265,Phantogram,"indie, pop",13-09-2024,The Orion Amphitheater,Huntsville,AL,,10
00266,Phantogram,"indie, pop",11-09-2024,The Pageant,St. Louis,MO,"2,300",17
00267,Phantogram,"indie, pop",10-09-2024,Val Air Ballroom,West Des Moines,IA,,17
00268,Phantogram,"indie, pop",08-09-2024,The District,Sioux Falls,SD,,17
00269,Phantogram,"indie, pop",06-09-2024,UP District Festival Field,Fargo,ND,,14
00270,Phantogram,"indie, pop",29-08-2024,Climate Pledge Arena,Seattle,WA,"47,116",10
00271,Phantogram,"indie, pop",28-08-2024,Moda Center,Portland,OR,"19,980",10
00272,Phantogram,"indie, pop",26-08-2024,Santa Barbara Bowl,Santa Barbara,CA,"4,562",10
00273,Phantogram,"indie, pop",25-08-2024,William Randolph Hearst Greek Theatre,Berkeley,CA,,10
00274,Phantogram,"indie, pop",23-08-2024,Acrisure Arena,Palm Desert,CA,"1,608",10
00275,Phantogram,"indie, pop",22-08-2024,Kia Forum,Inglewood,CA,"17,505",10
00276,Phantogram,"indie, pop",20-08-2024,Arizona Financial Theatre,Phoenix,AZ,"5,000",10
00277,Phantogram,"indie, pop",19-08-2024,Lowbrow Palace,El Paso,TX,,15
00278,Phantogram,"indie, pop",17-08-2024,Dickies Arena,Fort Worth,TX,"14,000",10
00279,Phantogram,"indie, pop",16-08-2024,Toyota Center,Kennewick,WA,"16,000",10
00280,Phantogram,"indie, pop",14-08-2024,Moody Center,Austin,TX,"2,442",10
00281,Phantogram,"indie, pop",18-05-2024,Brookside Park,Pasadena,CA,,10
00282,Phantogram,"indie, pop",23-02-2024,Tempe Beach Park,Tempe,AZ,,11
00283,FINNEAS,"indie, other, pop",21-12-2024,Kia Forum,Inglewood,CA,"17,505",11
00284,FINNEAS,"indie, other, pop",12-10-2024,Warsaw,Brooklyn,NY,,12
00285,FINNEAS,"indie, other, pop",03-10-2024,The Ford Theater,Los Angeles,CA,,11
